[2026-03-15T17:58:57.906+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: pipeline_gps.task1_ingest scheduled__2026-03-15T17:57:00+00:00 [queued]>
[2026-03-15T17:58:57.956+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: pipeline_gps.task1_ingest scheduled__2026-03-15T17:57:00+00:00 [queued]>
[2026-03-15T17:58:57.957+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 1
[2026-03-15T17:58:58.031+0000] {taskinstance.py:2191} INFO - Executing <Task(BashOperator): task1_ingest> on 2026-03-15 17:57:00+00:00
[2026-03-15T17:58:58.050+0000] {standard_task_runner.py:60} INFO - Started process 30 to run task
[2026-03-15T17:58:58.090+0000] {standard_task_runner.py:87} INFO - Running: ['airflow', 'tasks', 'run', 'pipeline_gps', 'task1_ingest', 'scheduled__2026-03-15T17:57:00+00:00', '--job-id', '491', '--raw', '--subdir', 'DAGS_FOLDER/pipeline_gps.py', '--cfg-path', '/tmp/tmp7jc1w5y9']
[2026-03-15T17:58:58.108+0000] {standard_task_runner.py:88} INFO - Job 491: Subtask task1_ingest
[2026-03-15T17:58:58.769+0000] {task_command.py:423} INFO - Running <TaskInstance: pipeline_gps.task1_ingest scheduled__2026-03-15T17:57:00+00:00 [running]> on host 693df5566a25
[2026-03-15T17:58:59.507+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='pipeline_gps' AIRFLOW_CTX_TASK_ID='task1_ingest' AIRFLOW_CTX_EXECUTION_DATE='2026-03-15T17:57:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-03-15T17:57:00+00:00'
[2026-03-15T17:58:59.513+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2026-03-15T17:58:59.523+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python /opt/airflow/ingestion/mqtt_ingestor.py']
[2026-03-15T17:58:59.587+0000] {subprocess.py:86} INFO - Output:
[2026-03-15T18:10:56.462+0000] {subprocess.py:93} INFO - Escuchando datos MQTT...
[2026-03-15T18:10:56.496+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -31.31656, 'lon': -64.31691000000001, 'speed': 40.306907802542185, 'timestamp': '2026-03-15T18:10:29.857428'}
[2026-03-15T18:10:56.497+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -31.21642, 'lon': -64.45052, 'speed': 51.37202167773389, 'timestamp': '2026-03-15T18:10:39.857428'}
[2026-03-15T18:10:56.498+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -31.11628, 'lon': -64.58413, 'speed': 62.77234630971722, 'timestamp': '2026-03-15T18:10:49.857428'}
[2026-03-15T18:10:56.498+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -31.01614, 'lon': -64.71774, 'speed': 43.34790276538371, 'timestamp': '2026-03-15T18:10:59.857428'}
[2026-03-15T18:10:56.498+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -30.916, 'lon': -64.85135, 'speed': 57.83365215416572, 'timestamp': '2026-03-15T18:11:09.857428'}
[2026-03-15T18:10:56.498+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -30.81586, 'lon': -64.98496, 'speed': 86.35477620438957, 'timestamp': '2026-03-15T18:11:19.857428'}
[2026-03-15T18:10:56.498+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -30.71572, 'lon': -65.11857, 'speed': 51.45412003568695, 'timestamp': '2026-03-15T18:11:29.857428'}
[2026-03-15T18:10:56.498+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -30.61558, 'lon': -65.25218000000001, 'speed': 88.51530925077864, 'timestamp': '2026-03-15T18:11:39.857428'}
[2026-03-15T18:10:56.499+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -30.51544, 'lon': -65.38579, 'speed': 45.2245461223196, 'timestamp': '2026-03-15T18:11:49.857428'}
[2026-03-15T18:10:56.499+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -30.415300000000002, 'lon': -65.5194, 'speed': 69.86988864560763, 'timestamp': '2026-03-15T18:11:59.857428'}
[2026-03-15T18:10:56.499+0000] {subprocess.py:93} INFO - Guardado en DB: {'device_id': 'camion_01', 'lat': -30.31516, 'lon': -65.65301000000001, 'speed': 54.63328237580863, 'timestamp': '2026-03-15T18:12:09.857428'}
